,0
13793,Trade In Services Affirmation Of Gats Annex On Financial Services
13794,General Provisions Annexes And Protocols
13795,Trade In Services Other Rights And Obligations
13796,"Institutional, General And Final Provisions Definition Of The Parties And Fulfilment Of Obligations"
13797,Right Of Establishment And Supply Of Services Reconfirmation Of Gats Obligations
13798,Services Supply Of Services
13799,"Technical Barriers To Trade, Sanitary And Phytosanitary Measures Final Provisions On Annexes"
13800,Other Trade Related Provisions Antidumping And Countervailing Measures
13801,Right Of Establishment And Supply Of Services Reconfirmation Of Gats Obligations
13802,"Trade In Services Qualifications, Technical Standards, And Licensing"
13803,Final Provisions Amendment Of International Agreements
13804,Cross-Border Trade In Services Licensing And Certification
13805,"Final Provisions Accession By Other States, Territories Orself-Governing Entities"
13806,General Provisions And Concluding Requirements Accession To The Agreement
13807,Cross Border Trade In Services Mutual Recognition
13808,Free Movement Of Goods Mutual Assistance In Customs Matters
13809,Crossborder Trade In Services Transfers And Payments
13810,Exceptions Payments And Transfers And Restrictions To Safeguard The Balance Of Payments
13811,Current Payments And Movement Of Capital Facilitation And Further Liberalization Provisions
13812,Crossborder Trade In Services Restrictions To Safeguard The Balance Of Payments
13813,Final Provisions Restrictions To Safeguard The Balance Of Payments
13814,General Provisions Notification
13815,Common Provisions Notifications And Consultations Procedure
13816,General Provisions Trade And Economic Relations Covered By This Agreement
13817,Regulatory Framework Exchange Of Information And Consultation
13818,Temporary Entry For Business Persons Obligations
13819,Entry And Temporary Stay Of Nationals For Business Purposes Measures Pursuant To Immigration Laws And Regulations
13820,Temporary Entry Of Business Persons General Obligations
13821,Temporary Entry Of Business Persons Granting Of Temporary Entry
13822,Entry And Temporary Stay Of Nationals For Business Purposes Measures Pursuant To Immigration Laws And Regulations
13823,"Investment, Trade In Services And Temporary Entry Of Business Persons Grant Of Temporary Entry"
13824,Temporary Entry Of Business Persons Granting Of Temporary Entry
13825,Entry And Temporary Stay Of Nationals For Business Purposes Measures Pursuant To Immigration Laws And Regulations
13826,Temporary Entry For Business Persons Obligations
13827,General Provisions Restriction Authorised
13828,Temporary Entry Of Business Persons Granting Of Temporary Entry
13829,Investment Senior Managementand Board Of Directors
13830,Labour General Principles
13831,Entry And Temporary Stay Of Nationals For Business Purposes General Principles
13832,Transitional Provisions Transition Provisions For Section Xxv
13833,"Investment, Trade In Services And Temporary Entry Of Business Persons Grant Of Temporary Entry"
13834,Initial Provisions And General Definitions Non-Discrimination
13835,General Provisions Trade And Economic Relations Covered By This Agreement
13836,Entry And Temporary Stay Of Nationals For Business Purposes Measures Pursuant To Immigration Laws And Regulations
13837,Movement Of Business Persons Scope And Definitions
13838,Entry And Temporary Stay Of Nationals For Business Purposes Measures Pursuant To Immigration Laws And Regulations
13839,Temporary Entry Of Business Persons Granting Of Temporary Entry
13840,Temporary Entry Of Business Persons General Obligations
13841,Institutional Provisions Notifications And Consultations Procedure
13842,Institutional Provisions And Dispute Settlement Procedures Request For An Arbitral Panel
13843,Procedures For And Settlement Of Disputes Reasonable Time-Limit For Compliance
13844,General Provisions And Concluding Requirements Accession To The Agreement
13845,Nature And Scope Of This Agreement Scope
13846,Temporary Entry Of Business Persons Regulatory Transparency
13847,Temporary Entry Of Business Persons Expeditious Application Procedures
13848,Electronic Commerce General Provisions
13849,Electronic Commerce Customs Duties And Internal Taxes
13850,Competition Policy General
13851,Competition Policy Competition Law And Anticompetitive Activities
13852,Competition Competition Law And Authorities
13853,Competition Competition Laws And Authorities
13854,Administration Of The Agreement Trade-Related Cooperation
13855,Competition Exchange Of Information And Enforcement Cooperation
13856,Competition-Related Matters Competition Law And Anticompetitive Business Conduct
13857,Competition Policy Notifications
13858,Competition Policy Transparency
13859,Competition Policy Exchange Of Information And Confidentiality
13860,Competition Exemptions And Exceptions
13861,Trade Remedies Cooperation And Consultation
13862,General Provisions Confidentiality
13863,Competition Non-Application Of Article 8 And Chapter 14
13864,Horizontal Provisions Settlement Of Disputes Between The Parties To This Chapter
13865,Administration Of The Agreement Contact Points
13866,General Provisions Contact Points And Exchange Of Information
13867,General Provisions Contact Points And Exchange Of Information
13868,Administration Of The Agreement Communications
13869,Final Provisions Disclosure Of Information
13870,General Provisions And Exceptions Review Of Agreement
13871,Dispute Settlement Procedures Common Provisions Regarding The Panel Rulings
13872,Institutional Arrangements And Dispute Settlement Procedures Referrals Of Matters From Judicial Or Administrative Proceedings
13873,Administrative And Institutional Provisions Decision-Making
13874,Administration Of The Agreement And Trade Capacity Building The Free Trade Commission
13875,Administration Of The Agreement Administrative Sub-Commission Of The Agreement
13876,Commission Rules And Procedures Of The Commission
13877,Commission Rules And Procedures Of The Commission
13878,Commission Establishment Of The Commission
13879,Administration Of The Agreement And Trade Capacity Building Free Trade Agreement Coordinators
13880,Cooperation Work Plan
13881,Administration Of The Agreement Administration Of Dispute Settlement Proceedings
13882,Administration Of The Agreement The Secretariat
13883,Other Provisions Dispute Settlement
13884,Horizontal Provisions Settlement Of Disputes Between The Parties To This Chapter
13885,Institutional Provisions And Dispute Settlement Procedures Dispute Settlement Under The Wto
13886,Dispute Settlement Procedures Common Provisions Regarding The Panel Rulings
13887,Consultations And Dispute Settlement Third Parties
13888,Procedures For And Settlement Of Disputes Language Of Submissions
13889,Consultations And Dispute Settlement General Provisions
13890,Regulatory Framework Exchange Of Information And Consultation
13891,Consultations And Settlement Of Disputes Consultations
13892,Dispute Settlement Procedures Time Limits
13893,Dispute Settlement Intervention Of The Commission
13894,Dispute Settlement Intervention Of The Commission
13895,Procedures For And Settlement Of Disputes Language Of Submissions
13896,Dispute Settlement Intervention Of The Commission
13897,Institutional Provisions Meetings Of The Joint Commission
13898,Dispute Settlement Procedures Establishment Of The Panel
13899,Dispute Settlement Request For The Establishment Of A Panel
13900,Institutional Arrangements And Dispute Settlement Procedures Qualifications Of Panel Members
13901,Institutional Arrangements And Dispute Settlement Procedures Qualifications Of Panel Members
13902,Dispute Settlement Establishment Of Roster
13903,Institutional Arrangements And Dispute Settlement Procedures Qualifications Of Panelists
13904,Dispute Settlement Qualifications Of Panelists
13905,Institutional Arrangements And Dispute Settlement Procedures Wto Dispute Settlement
13906,Dispute Settlement Rules Of Procedure For Panels
13907,Commission Rules And Procedures Of The Commission
13908,Dispute Settlement Rules Of Procedure Of The Panel
13909,Administrative And Institutional Provisions Rules Of Procedure Of The Commission
13910,Institutional Arrangements And Dispute Settlement Procedures Terms Of Reference Of The Panel
13911,Institutional Arrangements And Dispute Settlement Procedures Terms Of Reference Of The Panel
13912,Institutional Arrangements And Dispute Settlement Procedures Establishment Of An Arbitral Panel
13913,Institutional Arrangements And Dispute Settlement Procedures Qualifications Of Panelists
13914,Administrative And Institutional Provisions Panel Procedures
13915,Arbitration Procedure Implementation Of Panel Reports
13916,General Provisions And Concluding Requirements Review Of The Agreement
13917,Procedures For The Settlement Of Disputes Interim Report By The Panel
13918,Procedures For And Settlement Of Disputes Rules Of Interpretation
13919,Arbitration Procedure Implementation Of Panel Reports
13920,Arbitration Procedure Implementation Of Panel Reports
13921,"Final Provisions Annexes, Appendices, Protocols And Notes, Footnotes And Joint Declarations"
13922,Dispute Settlement Initial Report
13923,Final Provisions Disclosure Of Information
13924,Nature And Scope Of This Agreement Principles
13925,Dispute Settlement Request For Clarification Of The Final Report
